@relation extracted_sessions_numeric
@attribute duration integer
@attribute requests_count integer
@attribute average_request_duration real
@data
235,5,58.75
40,3,20.0
144,5,36.0
474,5,118.5
342,4,114.0
63,2,63.0
177,2,177.0
132,2,132.0
130,2,130.0
1217,13,101.41666666666667
89,6,17.8
186,4,62.0
424,2,424.0
178,2,178.0
310,4,103.33333333333333
996,6,199.2
824,6,164.8
279,2,279.0
1326,6,265.2
83,3,41.5
25,2,25.0
694,7,115.66666666666667
997,31,33.233333333333334
44,2,44.0
19,2,19.0
2548,30,87.86206896551724
18,2,18.0
75,3,37.5
16,2,16.0
119,6,23.8
92,3,46.0
25,2,25.0
72,4,24.0
27,2,27.0
353,2,353.0
147,4,49.0
381,5,95.25
516,5,129.0
631,3,315.5
1171,7,195.16666666666666
923,10,102.55555555555556
423,8,60.42857142857143
763,9,95.375
500,4,166.66666666666666
36,3,18.0
27,2,27.0
297,6,59.4
206,5,51.5
35,2,35.0
62,2,62.0
58,2,58.0
602,8,86.0
134,2,134.0
38,3,19.0
376,4,125.33333333333333
192,3,96.0
844,15,60.285714285714285
589,12,53.54545454545455
472,6,94.4
605,23,27.5
108,4,36.0
769,11,76.9
75,4,25.0
311,4,103.66666666666667
11,2,11.0
662,5,165.5
342,9,42.75
448,8,64.0
64,2,64.0
748,5,187.0
535,3,267.5
77,5,19.25
429,11,42.9
39,2,39.0
54,3,27.0
95,5,23.75
54,3,27.0
52,3,26.0
379,6,75.8
121,3,60.5
89,3,44.5
16,2,16.0
241,6,48.2
52,4,17.333333333333332
70,4,23.333333333333332
711,7,118.5
92,3,46.0
127,4,42.333333333333336
10,2,10.0
38,5,9.5
44,2,44.0
7,2,7.0
25,3,12.5
391,7,65.16666666666667
60,2,60.0
23,2,23.0
14,2,14.0
18,2,18.0
163,8,23.285714285714285
18,2,18.0
16,2,16.0
101,3,50.5
18,2,18.0
524,10,58.22222222222222
243,6,48.6
109,6,21.8
55,3,27.5
23,2,23.0
30,3,15.0
1155,12,105.0
148,3,74.0
575,11,57.5
567,10,63.0
308,7,51.333333333333336
195,7,32.5
289,3,144.5
417,3,208.5
171,2,171.0
553,2,553.0
16,2,16.0
670,12,60.90909090909091
253,6,50.6
416,7,69.33333333333333
11,2,11.0
21,3,10.5
25,2,25.0
65,2,65.0
76,3,38.0
1007,8,143.85714285714286
575,9,71.875
252,3,126.0
1084,10,120.44444444444444
2777,20,146.1578947368421
134,3,67.0
14,2,14.0
39,2,39.0
90,3,45.0
24,2,24.0
62,3,31.0
227,3,113.5
483,8,69.0
963,5,240.75
234,3,117.0
61,3,30.5
556,9,69.5
567,6,113.4
438,10,48.666666666666664
35,2,35.0
137,4,45.666666666666664
34,3,17.0
20,3,10.0
12,2,12.0
272,2,272.0
16,2,16.0
70,6,14.0
13,2,13.0
7,2,7.0
49,4,16.333333333333332
25,3,12.5
105,2,105.0
395,2,395.0
374,3,187.0
48,4,16.0
12,2,12.0
89,3,44.5
142,4,47.333333333333336
290,7,48.333333333333336
136,4,45.333333333333336
233,3,116.5
892,6,178.4
21,2,21.0
379,5,94.75
762,4,254.0
2294,21,114.7
543,12,49.36363636363637
879,7,146.5
306,3,153.0
258,2,258.0
176,5,44.0
445,3,222.5
404,2,404.0
108,4,36.0
73,3,36.5
875,14,67.3076923076923
55,3,27.5
72,2,72.0
82,2,82.0
439,4,146.33333333333334
289,4,96.33333333333333
1488,10,165.33333333333334
909,7,151.5
38,2,38.0
312,3,156.0
620,4,206.66666666666666
151,3,75.5
164,3,82.0
108,2,108.0
332,2,332.0
1556,9,194.5
1160,23,52.72727272727273
40,2,40.0
209,3,104.5
1639,19,91.05555555555556
109,3,54.5
362,2,362.0
623,8,89.0
1175,10,130.55555555555554
824,4,274.6666666666667
824,7,137.33333333333334
66,2,66.0
104,4,34.666666666666664
61,2,61.0
966,6,193.2
79,2,79.0
17,2,17.0
919,9,114.875
429,10,47.666666666666664
321,4,107.0
47,2,47.0
241,5,60.25
157,2,157.0
29,3,14.5
14,2,14.0
14,2,14.0
462,5,115.5
399,4,133.0
2002,15,143.0
180,3,90.0
77,3,38.5
57,4,19.0
22,2,22.0
224,5,56.0
92,2,92.0
63,3,31.5
25,2,25.0
519,8,74.14285714285714
129,2,129.0
287,6,57.4
9,2,9.0
11,2,11.0
10,2,10.0
333,6,66.6
311,5,77.75
584,6,116.8
330,5,82.5
87,3,43.5
7,2,7.0
137,2,137.0
30,2,30.0
305,5,76.25
26,2,26.0
32,2,32.0
35,2,35.0
332,2,332.0
767,5,191.75
50,3,25.0
1408,12,128.0
342,4,114.0
15,2,15.0
452,3,226.0
225,3,112.5
78,2,78.0
786,11,78.6
216,2,216.0
375,4,125.0
85,2,85.0
94,2,94.0
733,4,244.33333333333334
175,2,175.0
126,2,126.0
126,2,126.0
1033,11,103.3
318,3,159.0
93,3,46.5
55,2,55.0
411,4,137.0
47,2,47.0
38,2,38.0
55,2,55.0
500,2,500.0
231,3,115.5
121,2,121.0
44,2,44.0
35,2,35.0
366,3,183.0
45,2,45.0
64,3,32.0
32,3,16.0
433,7,72.16666666666667
358,5,89.5
342,2,342.0
1391,15,99.35714285714286
37,2,37.0
66,3,33.0
105,3,52.5
320,5,80.0
706,4,235.33333333333334
629,11,62.9
139,4,46.333333333333336
429,4,143.0
19,2,19.0
183,4,61.0
1091,11,109.1
1148,13,95.66666666666667
60,4,20.0
786,12,71.45454545454545
934,7,155.66666666666666
990,7,165.0
548,5,137.0
99,4,33.0
55,2,55.0
36,2,36.0
56,3,28.0
204,5,51.0
87,4,29.0
568,7,94.66666666666667
556,7,92.66666666666667
1021,10,113.44444444444444
979,6,195.8
170,7,28.333333333333332
258,4,86.0
175,2,175.0
1328,15,94.85714285714286
396,2,396.0
289,3,144.5
613,5,153.25
73,2,73.0
506,5,126.5
403,8,57.57142857142857
152,3,76.0
379,9,47.375
162,3,81.0
1031,8,147.28571428571428
161,2,161.0
46,2,46.0
75,2,75.0
488,2,488.0
570,2,570.0
47,2,47.0
58,2,58.0
52,3,26.0
267,2,267.0
378,2,378.0
74,3,37.0
265,8,37.857142857142854
124,3,62.0
477,7,79.5
157,3,78.5
651,7,108.5
138,2,138.0
10,2,10.0
449,7,74.83333333333333
257,7,42.833333333333336
251,2,251.0
754,4,251.33333333333334
570,6,114.0
20,2,20.0
133,2,133.0
418,4,139.33333333333334
237,2,237.0
627,5,156.75
20,2,20.0
505,12,45.90909090909091
608,5,152.0
153,4,51.0
25,2,25.0
194,6,38.8
50,2,50.0
221,2,221.0
107,3,53.5
21,3,10.5
184,2,184.0
1990,12,180.9090909090909
260,2,260.0
1016,9,127.0
408,3,204.0
512,8,73.14285714285714
171,3,85.5
91,2,91.0
631,6,126.2
476,4,158.66666666666666
766,5,191.5
69,2,69.0
726,4,242.0
29,2,29.0
194,2,194.0
485,3,242.5
382,3,191.0
163,2,163.0
383,2,383.0
39,2,39.0
682,6,136.4
397,3,198.5
160,2,160.0
165,4,55.0
234,2,234.0
13,2,13.0
558,2,558.0
280,4,93.33333333333333
325,4,108.33333333333333
154,2,154.0
414,4,138.0
59,2,59.0
147,2,147.0
496,3,248.0
172,2,172.0
509,8,72.71428571428571
88,5,22.0
18,2,18.0
165,2,165.0
171,5,42.75
179,6,35.8
434,5,108.5
2551,15,182.21428571428572
56,4,18.666666666666668
554,9,69.25
28,4,9.333333333333334
14,2,14.0
147,10,16.333333333333332
65,3,32.5
312,6,62.4
47,2,47.0
66,4,22.0
54,3,27.0
499,13,41.583333333333336
530,6,106.0
693,12,63.0
119,5,29.75
783,14,60.23076923076923
168,4,56.0
332,5,83.0
141,7,23.5
70,4,23.333333333333332
915,15,65.35714285714286
44,2,44.0
75,2,75.0
249,3,124.5
758,9,94.75
9,2,9.0
100,3,50.0
43,2,43.0
104,3,52.0
243,3,121.5
446,5,111.5
1711,15,122.21428571428571
102,3,51.0
24,2,24.0
84,2,84.0
205,5,51.25
12,2,12.0
188,5,47.0
811,7,135.16666666666666
194,4,64.66666666666667
398,5,99.5
24,3,12.0
2287,16,152.46666666666667
639,10,71.0
412,4,137.33333333333334
213,5,53.25
77,2,77.0
252,3,126.0
14,2,14.0
530,4,176.66666666666666
469,4,156.33333333333334
1230,6,246.0
350,4,116.66666666666667
55,2,55.0
187,2,187.0
301,4,100.33333333333333
89,2,89.0
420,4,140.0
317,3,158.5
1221,8,174.42857142857142
310,5,77.5
451,7,75.16666666666667
12,2,12.0
15,2,15.0
442,7,73.66666666666667
120,3,60.0
51,4,17.0
1158,10,128.66666666666666
457,3,228.5
674,13,56.166666666666664
62,3,31.0
1358,7,226.33333333333334
9,2,9.0
869,8,124.14285714285714
1090,26,43.6
119,8,17.0
1075,8,153.57142857142858
35,3,17.5
45,2,45.0
505,2,505.0
1552,16,103.46666666666667
19,2,19.0
50,2,50.0
649,12,59.0
250,7,41.666666666666664
1155,13,96.25
438,3,219.0
1179,7,196.5
1941,18,114.17647058823529
640,8,91.42857142857143
100,2,100.0
434,5,108.5
796,4,265.3333333333333
365,7,60.833333333333336
567,5,141.75
32,2,32.0
17,2,17.0
392,8,56.0
361,5,90.25
381,3,190.5
37,2,37.0
510,7,85.0
36,2,36.0
121,5,30.25
472,7,78.66666666666667
216,4,72.0
445,10,49.44444444444444
33,2,33.0
265,4,88.33333333333333
795,9,99.375
531,5,132.75
365,10,40.55555555555556
516,4,172.0
333,3,166.5
43,2,43.0
57,2,57.0
523,6,104.6
107,2,107.0
30,2,30.0
37,3,18.5
39,3,19.5
412,7,68.66666666666667
318,5,79.5
20,2,20.0
955,10,106.11111111111111
29,2,29.0
968,17,60.5
21,2,21.0
214,5,53.5
119,5,29.75
15,2,15.0
38,2,38.0
14,2,14.0
14,2,14.0
21,2,21.0
64,2,64.0
66,4,22.0
16,2,16.0
895,8,127.85714285714286
296,10,32.888888888888886
294,6,58.8
119,2,119.0
78,3,39.0
47,2,47.0
47,2,47.0
1094,13,91.16666666666667
284,3,142.0
45,3,22.5
227,5,56.75
179,6,35.8
57,4,19.0
1225,19,68.05555555555556
325,11,32.5
29,2,29.0
209,3,104.5
588,4,196.0
37,2,37.0
13,2,13.0
570,4,190.0
48,3,24.0
224,3,112.0
94,3,47.0
126,2,126.0
335,3,167.5
2262,23,102.81818181818181
356,5,89.0
1506,6,301.2
656,10,72.88888888888889
253,6,50.6
87,4,29.0
39,3,19.5
286,6,57.2
42,3,21.0
36,3,18.0
1138,11,113.8
43,3,21.5
920,12,83.63636363636364
1157,15,82.64285714285714
174,8,24.857142857142858
253,9,31.625
122,4,40.666666666666664
327,4,109.0
43,3,21.5
435,7,72.5
96,4,32.0
277,2,277.0
68,2,68.0
130,3,65.0
19,2,19.0
1003,9,125.375
1153,10,128.11111111111111
390,3,195.0
698,5,174.5
13,2,13.0
1220,14,93.84615384615384
1347,11,134.7
157,2,157.0
74,2,74.0
236,4,78.66666666666667
262,3,131.0
626,5,156.5
32,2,32.0
30,4,10.0
122,3,61.0
21,2,21.0
17,2,17.0
490,4,163.33333333333334
101,2,101.0
432,9,54.0
104,4,34.666666666666664
221,10,24.555555555555557
645,8,92.14285714285714
208,2,208.0
80,3,40.0
392,5,98.0
613,5,153.25
340,2,340.0
101,3,50.5
17,2,17.0
264,3,132.0
204,2,204.0
459,8,65.57142857142857
1319,7,219.83333333333334
86,4,28.666666666666668
43,3,21.5
49,2,49.0
24,2,24.0
621,3,310.5
101,4,33.666666666666664
77,4,25.666666666666668
54,4,18.0
129,4,43.0
14,2,14.0
341,4,113.66666666666667
25,2,25.0
546,4,182.0
156,4,52.0
267,4,89.0
128,2,128.0
247,3,123.5
516,5,129.0
112,4,37.333333333333336
124,2,124.0
1319,6,263.8
22,2,22.0
982,4,327.3333333333333
301,2,301.0
11,3,5.5
20,2,20.0
22,3,11.0
11,2,11.0
182,3,91.0
571,9,71.375
23,2,23.0
11,2,11.0
75,2,75.0
290,6,58.0
507,4,169.0
380,7,63.333333333333336
1342,7,223.66666666666666
739,5,184.75
769,4,256.3333333333333
442,3,221.0
11,2,11.0
310,5,77.5
198,4,66.0
593,4,197.66666666666666
16,2,16.0
25,2,25.0
536,2,536.0
36,3,18.0
658,7,109.66666666666667
153,4,51.0
22,2,22.0
72,2,72.0
43,2,43.0
50,3,25.0
122,5,30.5
158,6,31.6
212,12,19.272727272727273
211,5,52.75
115,7,19.166666666666668
49,4,16.333333333333332
40,2,40.0
36,4,12.0
48,3,24.0
428,8,61.142857142857146
905,11,90.5
50,2,50.0
94,2,94.0
73,3,36.5
30,3,15.0
90,2,90.0
65,3,32.5
400,2,400.0
70,2,70.0
127,4,42.333333333333336
430,3,215.0
9,2,9.0
396,2,396.0
22,2,22.0
250,5,62.5
79,2,79.0
512,3,256.0
188,4,62.666666666666664
722,6,144.4
49,3,24.5
419,4,139.66666666666666
52,4,17.333333333333332
39,3,19.5
31,3,15.5
129,2,129.0
556,3,278.0
1303,10,144.77777777777777
35,3,17.5
14,2,14.0
14,3,7.0
368,3,184.0
369,5,92.25
447,3,223.5
180,4,60.0
900,6,180.0
27,3,13.5
185,2,185.0
1,2,1.0
3074,46,68.31111111111112
26,4,8.666666666666666
17,4,5.666666666666667
385,8,55.0
32,4,10.666666666666666
1703,20,89.63157894736842
55,5,13.75
3359,53,64.59615384615384
1613,29,57.607142857142854
2,2,2.0
7,2,7.0
411,5,102.75
1096,5,274.0
49,2,49.0
154,5,38.5
86,2,86.0
102,2,102.0
112,2,112.0
626,5,156.5
157,3,78.5
245,4,81.66666666666667
372,5,93.0
445,3,222.5
338,7,56.333333333333336
150,4,50.0
21,2,21.0
90,4,30.0
17,2,17.0
329,6,65.8
433,13,36.083333333333336
407,13,33.916666666666664
6,2,6.0
65,2,65.0
406,18,23.88235294117647
613,5,153.25
60,2,60.0
551,2,551.0
73,2,73.0
75,2,75.0
187,6,37.4
353,3,176.5
321,4,107.0
317,5,79.25
39,2,39.0
23,2,23.0
322,5,80.5
50,2,50.0
89,2,89.0
444,10,49.333333333333336
261,6,52.2
526,3,263.0
19,2,19.0
304,4,101.33333333333333
412,2,412.0
336,5,84.0
6,2,6.0
428,6,85.6
55,3,27.5
74,4,24.666666666666668
26,2,26.0
25,2,25.0
127,3,63.5
20,2,20.0
157,3,78.5
372,5,93.0
32,3,16.0
26,3,13.0
284,5,71.0
254,2,254.0
65,2,65.0
302,5,75.5
188,5,47.0
253,8,36.142857142857146
131,3,65.5
631,10,70.11111111111111
606,3,303.0
1911,16,127.4
487,3,243.5
181,4,60.333333333333336
484,4,161.33333333333334
29,2,29.0
139,4,46.333333333333336
26,2,26.0
418,9,52.25
133,2,133.0
66,3,33.0
117,3,58.5
80,3,40.0
110,2,110.0
94,2,94.0
209,2,209.0
779,7,129.83333333333334
159,5,39.75
79,3,39.5
186,2,186.0
97,3,48.5
279,2,279.0
82,2,82.0
92,3,46.0
27,2,27.0
1034,10,114.88888888888889
407,2,407.0
719,4,239.66666666666666
99,2,99.0
372,2,372.0
44,2,44.0
46,2,46.0
335,7,55.833333333333336
320,4,106.66666666666667
127,5,31.75
76,2,76.0
102,4,34.0
102,2,102.0
612,6,122.4
40,2,40.0
806,3,403.0
20,2,20.0
983,29,35.107142857142854
254,2,254.0
743,7,123.83333333333333
756,4,252.0
250,4,83.33333333333333
146,5,36.5
137,3,68.5
23,2,23.0
429,3,214.5
590,4,196.66666666666666
68,2,68.0
424,5,106.0
21,2,21.0
724,5,181.0
174,3,87.0
41,2,41.0
500,3,250.0
652,4,217.33333333333334
81,3,40.5
38,2,38.0
455,3,227.5
296,2,296.0
54,2,54.0
196,7,32.666666666666664
185,3,92.5
235,3,117.5
216,4,72.0
229,2,229.0
25,2,25.0
33,2,33.0
48,2,48.0
806,3,403.0
1021,11,102.1
976,6,195.2
15,2,15.0
92,3,46.0
430,8,61.42857142857143
31,2,31.0
29,2,29.0
133,2,133.0
84,2,84.0
41,3,20.5
282,3,141.0
413,4,137.66666666666666
170,2,170.0
442,5,110.5
551,6,110.2
208,5,52.0
907,5,226.75
1693,8,241.85714285714286
461,3,230.5
15,2,15.0
410,2,410.0
293,3,146.5
344,4,114.66666666666667
77,3,38.5
137,4,45.666666666666664
161,4,53.666666666666664
208,5,52.0
657,7,109.5
90,2,90.0
20,2,20.0
183,3,91.5
275,4,91.66666666666667
1160,8,165.71428571428572
113,2,113.0
113,5,28.25
518,14,39.84615384615385
258,3,129.0
1574,12,143.0909090909091
77,2,77.0
244,4,81.33333333333333
47,2,47.0
94,3,47.0
464,5,116.0
32,2,32.0
74,3,37.0
76,3,38.0
222,7,37.0
218,3,109.0
574,8,82.0
299,10,33.22222222222222
1060,9,132.5
299,4,99.66666666666667
1205,10,133.88888888888889
77,2,77.0
360,3,180.0
128,3,64.0
293,6,58.6
803,13,66.91666666666667
535,3,267.5
1974,50,40.285714285714285
95,6,19.0
617,15,44.07142857142857
391,5,97.75
74,5,18.5
854,13,71.16666666666667
235,7,39.166666666666664
339,3,169.5
56,2,56.0
58,2,58.0
142,2,142.0
40,2,40.0
45,3,22.5
40,2,40.0
436,3,218.0
196,5,49.0
252,3,126.0
1691,21,84.55
63,3,31.5
779,12,70.81818181818181
197,4,65.66666666666667
150,2,150.0
907,4,302.3333333333333
53,2,53.0
144,5,36.0
13,2,13.0
596,4,198.66666666666666
502,4,167.33333333333334
58,2,58.0
54,3,27.0
33,2,33.0
208,3,104.0
55,3,27.5
156,5,39.0
143,4,47.666666666666664
284,6,56.8
25,2,25.0
232,4,77.33333333333333
112,2,112.0
262,2,262.0
74,2,74.0
82,2,82.0
220,11,22.0
832,6,166.4
37,2,37.0
5,2,5.0
462,4,154.0
535,5,133.75
44,2,44.0
115,2,115.0
17,2,17.0
213,7,35.5
327,6,65.4
197,3,98.5
195,3,97.5
149,2,149.0
311,6,62.2
19,2,19.0
151,3,75.5
287,5,71.75
693,9,86.625
118,2,118.0
250,2,250.0
846,4,282.0
120,4,40.0
5,2,5.0
789,10,87.66666666666667
430,3,215.0
410,6,82.0
2090,17,130.625
9,2,9.0
34,2,34.0
692,8,98.85714285714286
36,2,36.0
77,2,77.0
21,2,21.0
84,2,84.0
605,3,302.5
110,3,55.0
54,4,18.0
169,4,56.333333333333336
132,2,132.0
666,6,133.2
28,3,14.0
21,2,21.0
41,3,20.5
981,7,163.5
487,3,243.5
455,7,75.83333333333333
75,2,75.0
103,5,25.75
870,8,124.28571428571429
92,4,30.666666666666668
125,3,62.5
266,4,88.66666666666667
2319,22,110.42857142857143
113,3,56.5
1019,6,203.8
1796,35,52.8235294117647
26,2,26.0
484,9,60.5
32,2,32.0
1197,16,79.8
46,2,46.0
137,8,19.571428571428573
1248,22,59.42857142857143
836,14,64.3076923076923
39,4,13.0
1016,14,78.15384615384616
299,7,49.833333333333336
51,2,51.0
148,5,37.0
631,5,157.75
231,3,115.5
222,5,55.5
22,2,22.0
672,5,168.0
100,3,50.0
428,8,61.142857142857146
801,8,114.42857142857143
117,4,39.0
72,2,72.0
206,6,41.2
597,5,149.25
254,3,127.0
46,3,23.0
466,3,233.0
292,5,73.0
429,5,107.25
109,3,54.5
110,2,110.0
122,2,122.0
781,7,130.16666666666666
1091,9,136.375
135,7,22.5
140,5,35.0
201,6,40.2
367,6,73.4
716,7,119.33333333333333
446,2,446.0
143,2,143.0
12,2,12.0
702,8,100.28571428571429
426,7,71.0
267,7,44.5
38,2,38.0
1262,12,114.72727272727273
616,5,154.0
205,5,51.25
20,2,20.0
418,4,139.33333333333334
379,7,63.166666666666664
510,5,127.5
118,4,39.333333333333336
519,4,173.0
574,17,35.875
62,6,12.4
935,5,233.75
96,3,48.0
241,2,241.0
582,7,97.0
32,3,16.0
404,4,134.66666666666666
28,3,14.0
674,4,224.66666666666666
482,4,160.66666666666666
34,3,17.0
1482,11,148.2
402,7,67.0
742,18,43.64705882352941
408,5,102.0
648,5,162.0
131,6,26.2
87,3,43.5
301,8,43.0
230,3,115.0
303,9,37.875
3981,61,66.35
230,3,115.0
385,5,96.25
60,2,60.0
356,6,71.2
14,2,14.0
150,2,150.0
39,3,19.5
65,2,65.0
68,2,68.0
12,2,12.0
6,2,6.0
891,9,111.375
36,2,36.0
324,8,46.285714285714285
57,3,28.5
287,4,95.66666666666667
538,5,134.5
54,5,13.5
316,5,79.0
135,4,45.0
516,6,103.2
29,2,29.0
188,5,47.0
130,4,43.333333333333336
1140,16,76.0
458,7,76.33333333333333
145,4,48.333333333333336
156,3,78.0
279,7,46.5
24,2,24.0
236,6,47.2
56,3,28.0
28,2,28.0
15,2,15.0
21,2,21.0
47,4,15.666666666666666
118,5,29.5
130,2,130.0
66,2,66.0
303,2,303.0
28,2,28.0
530,3,265.0
486,2,486.0
653,11,65.3
209,4,69.66666666666667
14,2,14.0
107,2,107.0
2242,23,101.9090909090909
1322,9,165.25
25,2,25.0
68,3,34.0
355,5,88.75
38,3,19.0
54,3,27.0
35,3,17.5
128,4,42.666666666666664
45,4,15.0
97,4,32.333333333333336
429,10,47.666666666666664
69,3,34.5
468,3,234.0
664,8,94.85714285714286
29,2,29.0
123,4,41.0
468,8,66.85714285714286
258,4,86.0
490,4,163.33333333333334
63,2,63.0
404,4,134.66666666666666
80,3,40.0
73,5,18.25
12,2,12.0
842,5,210.5
12,2,12.0
442,6,88.4
69,3,34.5
224,3,112.0
11,2,11.0
1088,8,155.42857142857142
151,2,151.0
696,4,232.0
60,2,60.0
190,2,190.0
376,10,41.77777777777778
54,2,54.0
181,3,90.5
1276,11,127.6
1130,14,86.92307692307692
88,6,17.6
27,3,13.5
31,3,15.5
356,2,356.0
754,13,62.833333333333336
1129,15,80.64285714285714
110,3,55.0
224,3,112.0
901,8,128.71428571428572
100,4,33.333333333333336
33,3,16.5
761,9,95.125
525,6,105.0
388,2,388.0
675,5,168.75
927,3,463.5
11,2,11.0
452,2,452.0
47,3,23.5
475,14,36.53846153846154
3199,39,84.1842105263158
872,9,109.0
221,2,221.0
186,8,26.571428571428573
1050,4,350.0
365,5,91.25
438,8,62.57142857142857
542,3,271.0
194,2,194.0
11,2,11.0
369,6,73.8
12,3,6.0
822,14,63.23076923076923
47,3,23.5
220,3,110.0
91,4,30.333333333333332
519,7,86.5
175,4,58.333333333333336
260,5,65.0
777,6,155.4
51,4,17.0
54,3,27.0
289,2,289.0
133,4,44.333333333333336
31,3,15.5
130,3,65.0
764,7,127.33333333333333
442,6,88.4
14,2,14.0
37,3,18.5
90,4,30.0
704,5,176.0
87,2,87.0
244,3,122.0
369,2,369.0
39,2,39.0
412,8,58.857142857142854
743,7,123.83333333333333
54,3,27.0
266,4,88.66666666666667
322,5,80.5
96,3,48.0
172,5,43.0
30,2,30.0
867,7,144.5
148,4,49.333333333333336
1508,15,107.71428571428571
372,4,124.0
419,6,83.8
376,4,125.33333333333333
142,4,47.333333333333336
29,2,29.0
51,4,17.0
513,5,128.25
19,2,19.0
230,7,38.333333333333336
13,2,13.0
387,2,387.0
24,2,24.0
215,7,35.833333333333336
255,5,63.75
500,4,166.66666666666666
1112,6,222.4
609,4,203.0
266,2,266.0
33,2,33.0
44,2,44.0
216,3,108.0
96,3,48.0
31,2,31.0
92,2,92.0
33,2,33.0
319,4,106.33333333333333
62,2,62.0
677,5,169.25
44,2,44.0
146,4,48.666666666666664
22,2,22.0
21,3,10.5
87,3,43.5
237,3,118.5
639,17,39.9375
94,3,47.0
102,2,102.0
332,6,66.4
694,5,173.5
358,3,179.0
107,2,107.0
486,2,486.0
794,3,397.0
524,3,262.0
970,5,242.5
76,3,38.0
411,2,411.0
130,5,32.5
44,2,44.0
19,2,19.0
39,2,39.0
441,9,55.125
367,3,183.5
145,5,36.25
725,18,42.64705882352941
546,10,60.666666666666664
262,10,29.11111111111111
234,12,21.272727272727273
850,15,60.714285714285715
44,4,14.666666666666666
32,3,16.0
425,6,85.0
279,3,139.5
275,2,275.0
85,7,14.166666666666666
783,9,97.875
1345,13,112.08333333333333
62,2,62.0
300,5,75.0
19,2,19.0
28,2,28.0
336,10,37.333333333333336
152,8,21.714285714285715
178,7,29.666666666666668
940,5,235.0
684,4,228.0
94,2,94.0
133,4,44.333333333333336
340,6,68.0
1081,10,120.11111111111111
571,3,285.5
305,3,152.5
216,5,54.0
887,13,73.91666666666667
598,13,49.833333333333336
101,4,33.666666666666664
196,5,49.0
1203,9,150.375
165,3,82.5
388,5,97.0
80,3,40.0
365,6,73.0
204,7,34.0
40,3,20.0
38,2,38.0
254,2,254.0
424,4,141.33333333333334
431,7,71.83333333333333
47,2,47.0
35,2,35.0
583,4,194.33333333333334
49,2,49.0
195,2,195.0
32,2,32.0
147,4,49.0
97,2,97.0
103,2,103.0
1726,10,191.77777777777777
30,2,30.0
38,3,19.0
335,4,111.66666666666667
309,6,61.8
480,6,96.0
96,2,96.0
38,2,38.0
192,6,38.4
33,2,33.0
312,6,62.4
293,5,73.25
73,2,73.0
266,6,53.2
144,9,18.0
617,8,88.14285714285714
31,2,31.0
422,9,52.75
67,2,67.0
27,2,27.0
102,6,20.4
14,2,14.0
47,4,15.666666666666666
129,2,129.0
8,2,8.0
508,4,169.33333333333334
15,2,15.0
192,3,96.0
2,2,2.0
87,2,87.0
99,3,49.5
17,2,17.0
750,6,150.0
131,3,65.5
66,3,33.0
261,5,65.25
192,4,64.0
432,4,144.0
1408,24,61.21739130434783
125,3,62.5
135,3,67.5
32,2,32.0
11,2,11.0
310,8,44.285714285714285
41,2,41.0
374,3,187.0
317,3,158.5
1,2,1.0
23,2,23.0
73,2,73.0
68,2,68.0
51,3,25.5
14,2,14.0
109,5,27.25
910,9,113.75
11,2,11.0
747,7,124.5
33,2,33.0
739,9,92.375
70,5,17.5
193,5,48.25
116,2,116.0
84,3,42.0
1094,8,156.28571428571428
140,4,46.666666666666664
1108,11,110.8
70,4,23.333333333333332
12,2,12.0
15,2,15.0
490,5,122.5
910,10,101.11111111111111
302,5,75.5
161,3,80.5
61,3,30.5
205,4,68.33333333333333
367,5,91.75
69,2,69.0
16,2,16.0
58,4,19.333333333333332
14,2,14.0
16,2,16.0
382,8,54.57142857142857
77,4,25.666666666666668
70,5,17.5
447,5,111.75
828,5,207.0
262,3,131.0
283,5,70.75
276,5,69.0
734,7,122.33333333333333
851,7,141.83333333333334
412,4,137.33333333333334
136,6,27.2
39,4,13.0
395,7,65.83333333333333
260,5,65.0
80,3,40.0
73,5,18.25
44,2,44.0
687,12,62.45454545454545
548,6,109.6
547,3,273.5
12,2,12.0
157,3,78.5
32,4,10.666666666666666
65,3,32.5
95,3,47.5
310,2,310.0
19,2,19.0
8,2,8.0
248,2,248.0
207,3,103.5
10,2,10.0
37,2,37.0
283,4,94.33333333333333
823,4,274.3333333333333
54,4,18.0
37,3,18.5
203,2,203.0
339,4,113.0
14,2,14.0
14,2,14.0
35,3,17.5
81,2,81.0
22,2,22.0
207,3,103.5
499,12,45.36363636363637
54,3,27.0
128,2,128.0
58,2,58.0
40,2,40.0
27,2,27.0
94,5,23.5
136,4,45.333333333333336
112,3,56.0
319,6,63.8
293,3,146.5
79,2,79.0
11,2,11.0
30,2,30.0
31,2,31.0
209,7,34.833333333333336
21,2,21.0
120,5,30.0
72,2,72.0
708,14,54.46153846153846
23,2,23.0
382,2,382.0
56,3,28.0
633,4,211.0
260,3,130.0
87,4,29.0
167,2,167.0
39,2,39.0
674,5,168.5
130,4,43.333333333333336
25,2,25.0
334,4,111.33333333333333
43,4,14.333333333333334
169,5,42.25
109,4,36.333333333333336
37,2,37.0
22,3,11.0
124,5,31.0
22,2,22.0
88,2,88.0
59,3,29.5
347,9,43.375
972,8,138.85714285714286
43,3,21.5
100,4,33.333333333333336
145,5,36.25
5,2,5.0
2564,12,233.0909090909091
638,8,91.14285714285714
1860,19,103.33333333333333
210,3,105.0
750,7,125.0
59,2,59.0
