@relation extracted_sessions_numeric
@attribute duration integer
@attribute requests_count integer
@attribute average_request_duration real
@data
308,8,44.0
475,3,237.5
456,2,456.0
690,3,345.0
540,2,540.0
44,2,44.0
902,3,451.0
65,2,65.0
545,2,545.0
111,2,111.0
865,5,216.25
647,3,323.5
122,3,61.0
104,2,104.0
588,3,294.0
732,5,183.0
1244,6,248.8
207,2,207.0
466,6,93.2
101,2,101.0
42,3,21.0
73,2,73.0
437,2,437.0
96,2,96.0
8,2,8.0
29,2,29.0
184,2,184.0
24,2,24.0
79,4,26.333333333333332
425,2,425.0
228,8,32.57142857142857
497,3,248.5
924,4,308.0
753,4,251.0
407,6,81.4
174,2,174.0
72,2,72.0
633,5,158.25
246,2,246.0
613,4,204.33333333333334
139,2,139.0
149,2,149.0
91,3,45.5
21,2,21.0
621,5,155.25
383,2,383.0
377,2,377.0
242,5,60.5
508,2,508.0
506,2,506.0
37,2,37.0
537,2,537.0
29,2,29.0
27,2,27.0
158,2,158.0
123,2,123.0
560,6,112.0
15,2,15.0
55,3,27.5
313,3,156.5
487,6,97.4
21,3,10.5
906,6,181.2
254,4,84.66666666666667
577,6,115.4
47,4,15.666666666666666
88,4,29.333333333333332
20,2,20.0
267,4,89.0
182,4,60.666666666666664
22,2,22.0
1062,7,177.0
209,3,104.5
965,4,321.6666666666667
61,2,61.0
43,2,43.0
39,2,39.0
340,3,170.0
398,2,398.0
310,10,34.44444444444444
35,3,17.5
146,2,146.0
161,2,161.0
284,3,142.0
159,2,159.0
28,2,28.0
664,4,221.33333333333334
160,2,160.0
187,2,187.0
197,2,197.0
505,3,252.5
643,4,214.33333333333334
556,2,556.0
65,2,65.0
1173,3,586.5
153,2,153.0
36,2,36.0
178,2,178.0
134,5,33.5
380,6,76.0
982,6,196.4
156,3,78.0
485,3,242.5
281,2,281.0
241,4,80.33333333333333
9,2,9.0
713,4,237.66666666666666
200,2,200.0
1121,8,160.14285714285714
475,9,59.375
430,9,53.75
810,14,62.30769230769231
13,2,13.0
810,4,270.0
527,7,87.83333333333333
18,3,9.0
342,4,114.0
59,2,59.0
170,2,170.0
313,2,313.0
558,8,79.71428571428571
685,5,171.25
1348,16,89.86666666666666
194,2,194.0
29,2,29.0
1104,12,100.36363636363636
130,3,65.0
49,3,24.5
267,2,267.0
605,3,302.5
270,4,90.0
350,2,350.0
466,6,93.2
527,3,263.5
13,2,13.0
792,5,198.0
82,2,82.0
125,5,31.25
61,4,20.333333333333332
50,4,16.666666666666668
613,5,153.25
239,4,79.66666666666667
473,4,157.66666666666666
1124,13,93.66666666666667
326,2,326.0
196,2,196.0
372,2,372.0
417,2,417.0
158,2,158.0
13,2,13.0
413,3,206.5
67,2,67.0
342,11,34.2
330,2,330.0
131,2,131.0
24,2,24.0
111,2,111.0
47,3,23.5
98,2,98.0
436,2,436.0
239,2,239.0
61,2,61.0
247,3,123.5
571,4,190.33333333333334
9,2,9.0
1086,8,155.14285714285714
549,3,274.5
1050,12,95.45454545454545
220,2,220.0
41,2,41.0
256,2,256.0
909,3,454.5
237,2,237.0
81,2,81.0
28,2,28.0
41,2,41.0
626,7,104.33333333333333
305,2,305.0
338,2,338.0
807,3,403.5
282,4,94.0
324,2,324.0
737,4,245.66666666666666
568,2,568.0
887,6,177.4
17,2,17.0
233,3,116.5
34,2,34.0
361,12,32.81818181818182
110,3,55.0
306,6,61.2
1246,6,249.2
677,3,338.5
48,2,48.0
516,2,516.0
487,3,243.5
452,5,113.0
66,2,66.0
427,2,427.0
29,2,29.0
71,2,71.0
114,2,114.0
31,2,31.0
751,7,125.16666666666667
76,2,76.0
161,3,80.5
185,2,185.0
590,3,295.0
261,2,261.0
132,2,132.0
214,4,71.33333333333333
25,2,25.0
16,2,16.0
589,4,196.33333333333334
123,3,61.5
28,2,28.0
443,3,221.5
483,2,483.0
514,4,171.33333333333334
126,2,126.0
958,7,159.66666666666666
23,2,23.0
322,2,322.0
80,2,80.0
149,2,149.0
487,2,487.0
20,2,20.0
198,2,198.0
936,8,133.71428571428572
255,2,255.0
121,2,121.0
240,3,120.0
514,2,514.0
474,3,237.0
347,3,173.5
15,2,15.0
42,2,42.0
86,2,86.0
370,2,370.0
187,2,187.0
1037,11,103.7
297,4,99.0
234,3,117.0
131,3,65.5
318,4,106.0
234,3,117.0
600,6,120.0
2052,9,256.5
1009,9,126.125
219,2,219.0
194,2,194.0
322,2,322.0
548,3,274.0
1012,5,253.0
488,3,244.0
93,2,93.0
273,4,91.0
166,2,166.0
376,2,376.0
240,3,120.0
95,2,95.0
66,2,66.0
790,7,131.66666666666666
260,3,130.0
170,3,85.0
315,5,78.75
246,3,123.0
218,2,218.0
25,2,25.0
146,5,36.5
14,2,14.0
13,2,13.0
371,3,185.5
953,5,238.25
50,3,25.0
49,4,16.333333333333332
133,3,66.5
133,2,133.0
360,2,360.0
599,2,599.0
90,4,30.0
54,2,54.0
390,2,390.0
279,7,46.5
109,2,109.0
608,3,304.0
172,2,172.0
531,4,177.0
18,2,18.0
301,2,301.0
117,3,58.5
402,2,402.0
81,2,81.0
133,2,133.0
201,5,50.25
162,6,32.4
341,2,341.0
250,2,250.0
102,2,102.0
375,7,62.5
439,8,62.714285714285715
337,2,337.0
131,2,131.0
286,2,286.0
26,2,26.0
23,2,23.0
176,3,88.0
192,2,192.0
114,3,57.0
246,2,246.0
204,2,204.0
196,2,196.0
1059,5,264.75
333,2,333.0
430,2,430.0
297,2,297.0
188,2,188.0
225,2,225.0
57,3,28.5
546,3,273.0
35,2,35.0
74,2,74.0
206,4,68.66666666666667
17,2,17.0
632,3,316.0
192,4,64.0
25,2,25.0
788,6,157.6
519,2,519.0
1425,5,356.25
179,4,59.666666666666664
400,2,400.0
959,13,79.91666666666667
153,5,38.25
17,2,17.0
191,2,191.0
467,2,467.0
326,2,326.0
140,2,140.0
382,2,382.0
379,4,126.33333333333333
86,4,28.666666666666668
74,2,74.0
486,5,121.5
15,2,15.0
71,2,71.0
243,3,121.5
380,3,190.0
106,2,106.0
121,2,121.0
718,3,359.0
536,3,268.0
764,6,152.8
133,2,133.0
529,3,264.5
225,3,112.5
189,4,63.0
33,2,33.0
554,5,138.5
519,4,173.0
204,5,51.0
40,3,20.0
336,2,336.0
496,3,248.0
33,2,33.0
718,4,239.33333333333334
1266,5,316.5
220,2,220.0
283,2,283.0
99,3,49.5
363,2,363.0
587,3,293.5
222,3,111.0
133,2,133.0
109,3,54.5
52,2,52.0
10,2,10.0
341,2,341.0
849,4,283.0
19,2,19.0
762,9,95.25
31,2,31.0
11,2,11.0
197,3,98.5
82,2,82.0
1126,6,225.2
289,6,57.8
366,4,122.0
19,2,19.0
527,3,263.5
662,6,132.4
16,2,16.0
58,2,58.0
47,2,47.0
109,2,109.0
581,2,581.0
562,2,562.0
460,3,230.0
84,2,84.0
84,2,84.0
262,3,131.0
17,2,17.0
399,2,399.0
448,4,149.33333333333334
624,4,208.0
470,3,235.0
706,3,353.0
20,2,20.0
1147,5,286.75
85,2,85.0
287,3,143.5
66,2,66.0
813,3,406.5
661,4,220.33333333333334
555,8,79.28571428571429
239,2,239.0
104,2,104.0
48,2,48.0
204,2,204.0
287,2,287.0
39,2,39.0
259,3,129.5
32,2,32.0
256,3,128.0
60,3,30.0
1014,4,338.0
555,3,277.5
324,3,162.0
29,2,29.0
1193,4,397.6666666666667
257,4,85.66666666666667
1384,9,173.0
477,4,159.0
254,2,254.0
563,15,40.214285714285715
749,4,249.66666666666666
955,4,318.3333333333333
169,3,84.5
412,3,206.0
644,4,214.66666666666666
128,2,128.0
1334,6,266.8
356,2,356.0
415,3,207.5
664,6,132.8
71,2,71.0
1106,4,368.6666666666667
877,10,97.44444444444444
339,2,339.0
1030,4,343.3333333333333
195,5,48.75
686,3,343.0
511,5,127.75
24,2,24.0
441,2,441.0
157,2,157.0
62,2,62.0
50,2,50.0
387,7,64.5
44,2,44.0
221,2,221.0
283,2,283.0
491,2,491.0
345,2,345.0
398,3,199.0
182,2,182.0
661,3,330.5
302,3,151.0
992,9,124.0
812,3,406.0
133,2,133.0
253,2,253.0
216,2,216.0
1221,9,152.625
635,3,317.5
200,2,200.0
270,4,90.0
117,2,117.0
118,2,118.0
2626,14,202.0
212,3,106.0
1808,14,139.07692307692307
438,3,219.0
606,4,202.0
292,2,292.0
1309,14,100.6923076923077
86,3,43.0
495,2,495.0
489,2,489.0
290,2,290.0
1058,4,352.6666666666667
514,2,514.0
577,2,577.0
629,3,314.5
249,2,249.0
478,3,239.0
188,2,188.0
236,3,118.0
403,2,403.0
250,2,250.0
212,2,212.0
24,2,24.0
645,10,71.66666666666667
12,4,4.0
463,2,463.0
494,2,494.0
159,3,79.5
3,2,3.0
301,2,301.0
22,2,22.0
475,3,237.5
408,5,102.0
496,3,248.0
186,8,26.571428571428573
113,4,37.666666666666664
342,3,171.0
221,5,55.25
93,2,93.0
631,7,105.16666666666667
654,3,327.0
83,2,83.0
315,2,315.0
149,3,74.5
97,3,48.5
410,2,410.0
69,2,69.0
433,3,216.5
73,2,73.0
202,2,202.0
30,2,30.0
154,2,154.0
224,3,112.0
629,3,314.5
367,4,122.33333333333333
118,3,59.0
414,4,138.0
30,2,30.0
198,2,198.0
69,5,17.25
136,4,45.333333333333336
500,4,166.66666666666666
66,5,16.5
44,2,44.0
106,2,106.0
370,2,370.0
694,5,173.5
72,5,18.0
26,2,26.0
200,2,200.0
82,6,16.4
49,2,49.0
561,2,561.0
446,2,446.0
211,2,211.0
94,2,94.0
63,3,31.5
105,2,105.0
44,2,44.0
469,8,67.0
42,3,21.0
101,4,33.666666666666664
200,6,40.0
64,2,64.0
141,3,70.5
317,2,317.0
392,2,392.0
25,2,25.0
60,2,60.0
211,2,211.0
122,2,122.0
188,2,188.0
1080,11,108.0
47,2,47.0
73,5,18.25
1,2,1.0
51,2,51.0
99,2,99.0
833,4,277.6666666666667
28,2,28.0
222,3,111.0
34,3,17.0
210,10,23.333333333333332
132,2,132.0
284,2,284.0
633,8,90.42857142857143
364,2,364.0
135,3,67.5
684,3,342.0
97,2,97.0
596,2,596.0
352,2,352.0
1295,5,323.75
236,2,236.0
470,2,470.0
142,3,71.0
148,2,148.0
278,3,139.0
116,2,116.0
292,3,146.0
695,6,139.0
211,2,211.0
469,2,469.0
549,2,549.0
15,2,15.0
1069,3,534.5
78,2,78.0
1073,5,268.25
91,2,91.0
201,2,201.0
35,2,35.0
149,7,24.833333333333332
90,2,90.0
525,2,525.0
175,2,175.0
868,6,173.6
90,2,90.0
51,4,17.0
7,2,7.0
209,2,209.0
31,2,31.0
376,3,188.0
436,8,62.285714285714285
437,2,437.0
174,2,174.0
1035,8,147.85714285714286
205,3,102.5
555,4,185.0
161,2,161.0
203,2,203.0
565,2,565.0
353,2,353.0
103,2,103.0
16,2,16.0
441,2,441.0
19,2,19.0
216,2,216.0
40,2,40.0
604,8,86.28571428571429
379,4,126.33333333333333
489,2,489.0
424,2,424.0
477,4,159.0
156,3,78.0
18,2,18.0
39,2,39.0
26,2,26.0
639,8,91.28571428571429
21,2,21.0
121,2,121.0
10,2,10.0
141,2,141.0
550,6,110.0
698,6,139.6
84,3,42.0
275,2,275.0
798,6,159.6
473,2,473.0
373,3,186.5
602,3,301.0
108,3,54.0
321,2,321.0
167,2,167.0
437,3,218.5
98,2,98.0
606,3,303.0
299,2,299.0
498,10,55.333333333333336
60,3,30.0
310,2,310.0
156,2,156.0
272,6,54.4
115,2,115.0
691,3,345.5
753,3,376.5
576,3,288.0
93,3,46.5
13,3,6.5
61,4,20.333333333333332
126,5,31.5
273,2,273.0
221,4,73.66666666666667
37,2,37.0
74,3,37.0
154,3,77.0
71,3,35.5
299,9,37.375
140,2,140.0
332,3,166.0
211,3,105.5
383,3,191.5
159,3,79.5
282,3,141.0
464,5,116.0
266,3,133.0
110,2,110.0
47,2,47.0
53,2,53.0
23,2,23.0
498,2,498.0
497,2,497.0
491,2,491.0
184,2,184.0
292,2,292.0
396,3,198.0
943,5,235.75
239,2,239.0
419,2,419.0
433,2,433.0
291,2,291.0
531,2,531.0
230,2,230.0
582,2,582.0
755,3,377.5
135,3,67.5
83,2,83.0
45,2,45.0
219,3,109.5
523,2,523.0
114,2,114.0
582,3,291.0
269,3,134.5
363,4,121.0
280,4,93.33333333333333
338,3,169.0
99,2,99.0
56,2,56.0
252,3,126.0
375,5,93.75
63,3,31.5
85,2,85.0
108,3,54.0
360,2,360.0
14,2,14.0
42,2,42.0
62,2,62.0
122,3,61.0
110,2,110.0
398,4,132.66666666666666
47,3,23.5
30,2,30.0
69,3,34.5
277,4,92.33333333333333
47,3,23.5
186,2,186.0
38,2,38.0
11,2,11.0
157,7,26.166666666666668
23,2,23.0
153,3,76.5
58,3,29.0
45,2,45.0
239,3,119.5
47,2,47.0
144,3,72.0
1107,10,123.0
462,3,231.0
48,2,48.0
430,3,215.0
417,4,139.0
128,2,128.0
445,3,222.5
515,3,257.5
56,2,56.0
31,2,31.0
293,4,97.66666666666667
89,2,89.0
73,3,36.5
337,5,84.25
1599,10,177.66666666666666
503,2,503.0
76,4,25.333333333333332
627,8,89.57142857142857
2721,24,118.30434782608695
789,7,131.5
1247,8,178.14285714285714
199,4,66.33333333333333
29,2,29.0
200,6,40.0
80,4,26.666666666666668
145,4,48.333333333333336
437,2,437.0
19,2,19.0
41,2,41.0
14,2,14.0
74,2,74.0
624,5,156.0
27,2,27.0
519,2,519.0
584,2,584.0
136,2,136.0
57,4,19.0
320,3,160.0
81,3,40.5
594,8,84.85714285714286
41,2,41.0
765,8,109.28571428571429
199,2,199.0
11,2,11.0
486,7,81.0
709,5,177.25
863,11,86.3
339,4,113.0
119,7,19.833333333333332
216,2,216.0
510,9,63.75
1256,7,209.33333333333334
445,2,445.0
341,2,341.0
75,2,75.0
286,2,286.0
413,4,137.66666666666666
874,13,72.83333333333333
256,6,51.2
599,4,199.66666666666666
167,2,167.0
312,4,104.0
308,2,308.0
997,3,498.5
198,4,66.0
909,9,113.625
109,3,54.5
630,3,315.0
317,4,105.66666666666667
74,3,37.0
1150,9,143.75
2014,14,154.92307692307693
464,4,154.66666666666666
1051,6,210.2
26,3,13.0
134,6,26.8
763,11,76.3
493,10,54.77777777777778
89,3,44.5
204,5,51.0
1995,9,249.375
54,2,54.0
1523,15,108.78571428571429
926,10,102.88888888888889
316,7,52.666666666666664
609,4,203.0
913,9,114.125
66,3,33.0
113,3,56.5
287,9,35.875
430,5,107.5
141,3,70.5
23,2,23.0
31,3,15.5
124,2,124.0
178,3,89.0
373,3,186.5
15,2,15.0
341,7,56.833333333333336
138,5,34.5
439,4,146.33333333333334
168,4,56.0
52,2,52.0
38,2,38.0
215,3,107.5
196,5,49.0
36,2,36.0
1740,18,102.3529411764706
639,5,159.75
8,2,8.0
152,3,76.0
221,2,221.0
2389,38,64.56756756756756
637,13,53.083333333333336
64,2,64.0
172,2,172.0
364,7,60.666666666666664
17,2,17.0
140,3,70.0
6,2,6.0
296,4,98.66666666666667
129,3,64.5
723,5,180.75
140,5,35.0
362,4,120.66666666666667
797,6,159.4
437,2,437.0
299,5,74.75
239,2,239.0
192,2,192.0
29,2,29.0
112,3,56.0
471,5,117.75
15,2,15.0
158,7,26.333333333333332
69,3,34.5
246,4,82.0
99,2,99.0
167,2,167.0
34,3,17.0
561,9,70.125
253,7,42.166666666666664
729,11,72.9
236,9,29.5
268,2,268.0
394,4,131.33333333333334
453,6,90.6
157,4,52.333333333333336
1030,8,147.14285714285714
7,2,7.0
278,3,139.0
21,2,21.0
24,2,24.0
486,7,81.0
66,4,22.0
430,6,86.0
928,9,116.0
64,3,32.0
296,7,49.333333333333336
1178,15,84.14285714285714
782,6,156.4
99,4,33.0
375,18,22.058823529411764
117,4,39.0
61,3,30.5
35,2,35.0
314,5,78.5
310,6,62.0
655,17,40.9375
47,2,47.0
440,5,110.0
218,2,218.0
54,3,27.0
886,13,73.83333333333333
265,10,29.444444444444443
513,3,256.5
272,3,136.0
587,4,195.66666666666666
158,2,158.0
62,5,15.5
243,3,121.5
1293,14,99.46153846153847
269,3,134.5
1145,12,104.0909090909091
211,9,26.375
51,2,51.0
561,3,280.5
415,6,83.0
366,10,40.666666666666664
150,4,50.0
923,23,41.95454545454545
87,4,29.0
26,2,26.0
317,2,317.0
62,3,31.0
26,3,13.0
1916,18,112.70588235294117
290,11,29.0
34,3,17.0
5,2,5.0
107,4,35.666666666666664
766,6,153.2
136,2,136.0
71,4,23.666666666666668
606,3,303.0
178,5,44.5
61,2,61.0
589,2,589.0
216,3,108.0
625,7,104.16666666666667
490,10,54.44444444444444
301,4,100.33333333333333
806,5,201.5
26,2,26.0
251,2,251.0
175,2,175.0
94,3,47.0
181,3,90.5
394,2,394.0
475,3,237.5
207,9,25.875
1422,14,109.38461538461539
224,3,112.0
3,2,3.0
51,2,51.0
374,2,374.0
378,4,126.0
343,2,343.0
174,3,87.0
600,3,300.0
144,3,72.0
93,2,93.0
587,3,293.5
442,6,88.4
441,2,441.0
52,2,52.0
272,2,272.0
143,4,47.666666666666664
13,2,13.0
1088,15,77.71428571428571
13,2,13.0
778,6,155.6
120,2,120.0
432,9,54.0
439,10,48.77777777777778
223,5,55.75
667,3,333.5
287,4,95.66666666666667
68,3,34.0
70,2,70.0
748,3,374.0
81,2,81.0
885,10,98.33333333333333
69,2,69.0
121,3,60.5
44,2,44.0
30,2,30.0
560,5,140.0
75,3,37.5
116,2,116.0
196,5,49.0
499,3,249.5
204,2,204.0
404,2,404.0
421,2,421.0
153,2,153.0
415,2,415.0
345,4,115.0
817,5,204.25
21,3,10.5
68,3,34.0
286,3,143.0
18,2,18.0
115,3,57.5
280,7,46.666666666666664
262,4,87.33333333333333
294,2,294.0
28,2,28.0
243,2,243.0
150,2,150.0
237,2,237.0
19,2,19.0
55,2,55.0
245,3,122.5
73,2,73.0
80,4,26.666666666666668
8,2,8.0
69,2,69.0
701,4,233.66666666666666
85,3,42.5
113,4,37.666666666666664
21,2,21.0
84,3,42.0
540,2,540.0
84,4,28.0
43,2,43.0
385,3,192.5
312,2,312.0
398,2,398.0
655,10,72.77777777777777
711,13,59.25
6,3,3.0
9,2,9.0
133,2,133.0
558,7,93.0
81,5,20.25
278,6,55.6
152,3,76.0
163,9,20.375
463,7,77.16666666666667
560,7,93.33333333333333
421,2,421.0
862,3,431.0
19,2,19.0
158,4,52.666666666666664
37,3,18.5
1189,11,118.9
925,3,462.5
137,2,137.0
175,2,175.0
167,2,167.0
3734,28,138.2962962962963
260,7,43.333333333333336
450,2,450.0
202,6,40.4
1183,12,107.54545454545455
71,5,17.75
6,2,6.0
358,3,179.0
7,2,7.0
21,2,21.0
13,2,13.0
470,6,94.0
544,2,544.0
101,3,50.5
174,3,87.0
1444,10,160.44444444444446
1124,5,281.0
26,2,26.0
14,2,14.0
171,3,85.5
417,2,417.0
62,3,31.0
31,2,31.0
1309,8,187.0
298,5,74.5
129,2,129.0
32,3,16.0
301,2,301.0
0,2,0.0
93,5,23.25
136,3,68.0
210,3,105.0
14,2,14.0
413,3,206.5
12,2,12.0
329,2,329.0
168,2,168.0
800,6,160.0
90,2,90.0
1459,17,91.1875
278,3,139.0
12,2,12.0
1250,13,104.16666666666667
433,2,433.0
104,2,104.0
98,3,49.0
297,2,297.0
623,3,311.5
141,2,141.0
544,2,544.0
420,2,420.0
1167,11,116.7
116,2,116.0
83,4,27.666666666666668
282,5,70.5
704,4,234.66666666666666
485,2,485.0
135,2,135.0
12,2,12.0
6,2,6.0
579,3,289.5
389,2,389.0
411,2,411.0
422,2,422.0
2,2,2.0
277,2,277.0
902,3,451.0
180,3,90.0
48,2,48.0
212,2,212.0
529,2,529.0
615,4,205.0
76,3,38.0
399,2,399.0
453,2,453.0
1111,7,185.16666666666666
387,4,129.0
235,3,117.5
515,2,515.0
421,3,210.5
286,2,286.0
12,2,12.0
40,2,40.0
235,4,78.33333333333333
783,3,391.5
340,2,340.0
218,2,218.0
142,2,142.0
448,2,448.0
158,4,52.666666666666664
477,2,477.0
221,3,110.5
58,2,58.0
27,2,27.0
117,2,117.0
489,2,489.0
271,2,271.0
9,2,9.0
748,3,374.0
32,2,32.0
1723,10,191.44444444444446
500,2,500.0
214,5,53.5
50,2,50.0
774,14,59.53846153846154
614,3,307.0
205,2,205.0
78,3,39.0
330,2,330.0
80,3,40.0
165,2,165.0
954,8,136.28571428571428
351,5,87.75
41,2,41.0
354,5,88.5
240,3,120.0
467,2,467.0
15,2,15.0
20,2,20.0
157,5,39.25
1287,8,183.85714285714286
3,2,3.0
207,4,69.0
28,3,14.0
399,4,133.0
1878,12,170.72727272727272
38,3,19.0
232,3,116.0
3,2,3.0
34,2,34.0
515,2,515.0
24,2,24.0
196,3,98.0
303,6,60.6
625,5,156.25
3,3,1.5
1102,4,367.3333333333333
1103,7,183.83333333333334
343,5,85.75
150,2,150.0
275,6,55.0
4,2,4.0
614,13,51.166666666666664
329,3,164.5
629,3,314.5
1251,12,113.72727272727273
251,2,251.0
486,3,243.0
156,2,156.0
538,2,538.0
7,3,3.5
7,2,7.0
973,8,139.0
69,4,23.0
343,7,57.166666666666664
443,6,88.6
582,3,291.0
646,5,161.5
407,3,203.5
884,7,147.33333333333334
182,6,36.4
695,6,139.0
275,2,275.0
195,5,48.75
622,4,207.33333333333334
554,7,92.33333333333333
2481,17,155.0625
1112,15,79.42857142857143
339,4,113.0
61,3,30.5
0,2,0.0
6,2,6.0
522,5,130.5
66,3,33.0
466,3,233.0
275,3,137.5
709,6,141.8
178,2,178.0
863,3,431.5
444,2,444.0
383,2,383.0
363,2,363.0
496,2,496.0
337,2,337.0
162,2,162.0
921,3,460.5
275,4,91.66666666666667
310,8,44.285714285714285
474,15,33.857142857142854
249,4,83.0
177,2,177.0
164,2,164.0
458,2,458.0
18,2,18.0
96,2,96.0
460,2,460.0
323,2,323.0
261,2,261.0
306,2,306.0
39,2,39.0
905,5,226.25
92,2,92.0
518,2,518.0
70,4,23.333333333333332
17,2,17.0
411,2,411.0
528,2,528.0
53,3,26.5
425,2,425.0
922,4,307.3333333333333
30,2,30.0
16,2,16.0
538,2,538.0
67,3,33.5
412,2,412.0
263,4,87.66666666666667
20,2,20.0
111,4,37.0
48,3,24.0
12,2,12.0
8,2,8.0
26,3,13.0
148,2,148.0
92,2,92.0
494,2,494.0
264,2,264.0
324,2,324.0
88,3,44.0
36,2,36.0
536,7,89.33333333333333
261,8,37.285714285714285
360,2,360.0
445,2,445.0
680,4,226.66666666666666
277,2,277.0
291,8,41.57142857142857
28,4,9.333333333333334
308,2,308.0
790,8,112.85714285714286
3,2,3.0
490,4,163.33333333333334
1242,25,51.75
8,2,8.0
139,8,19.857142857142858
78,4,26.0
325,5,81.25
35,2,35.0
5,2,5.0
212,7,35.333333333333336
549,2,549.0
15,3,7.5
42,2,42.0
46,3,23.0
75,4,25.0
191,7,31.833333333333332
29,2,29.0
32,2,32.0
57,2,57.0
562,10,62.44444444444444
20,3,10.0
647,7,107.83333333333333
6,2,6.0
178,3,89.0
793,9,99.125
114,5,28.5
12,2,12.0
322,2,322.0
77,3,38.5
975,6,195.0
201,4,67.0
24,2,24.0
309,6,61.8
143,3,71.5
171,2,171.0
440,2,440.0
52,3,26.0
28,2,28.0
471,2,471.0
83,3,41.5
438,5,109.5
56,2,56.0
317,2,317.0
211,2,211.0
155,2,155.0
81,4,27.0
425,2,425.0
159,4,53.0
270,2,270.0
128,6,25.6
7,2,7.0
245,3,122.5
62,3,31.0
544,6,108.8
391,5,97.75
102,3,51.0
194,2,194.0
153,2,153.0
17,2,17.0
51,3,25.5
456,6,91.2
36,2,36.0
87,4,29.0
331,9,41.375
1334,9,166.75
557,8,79.57142857142857
1802,26,72.08
548,14,42.15384615384615
12,2,12.0
578,2,578.0
313,4,104.33333333333333
140,3,70.0
213,4,71.0
34,2,34.0
515,10,57.22222222222222
27,2,27.0
336,2,336.0
6,2,6.0
33,2,33.0
87,3,43.5
341,3,170.5
147,6,29.4
68,3,34.0
93,3,46.5
54,2,54.0
87,4,29.0
87,5,21.75
186,8,26.571428571428573
33,2,33.0
681,5,170.25
255,5,63.75
315,11,31.5
263,8,37.57142857142857
704,9,88.0
760,9,95.0
471,5,117.75
620,8,88.57142857142857
28,2,28.0
14,2,14.0
425,5,106.25
456,3,228.0
432,2,432.0
37,2,37.0
155,4,51.666666666666664
609,6,121.8
181,3,90.5
15,2,15.0
221,2,221.0
1527,34,46.27272727272727
1249,45,28.386363636363637
24,2,24.0
22,2,22.0
451,5,112.75
45,2,45.0
14,2,14.0
19,2,19.0
122,2,122.0
256,5,64.0
483,2,483.0
52,2,52.0
156,4,52.0
107,3,53.5
323,3,161.5
5,2,5.0
248,4,82.66666666666667
1,2,1.0
72,2,72.0
69,3,34.5
108,5,27.0
86,3,43.0
51,2,51.0
116,3,58.0
43,3,21.5
18,2,18.0
92,4,30.666666666666668
284,3,142.0
35,4,11.666666666666666
587,8,83.85714285714286
357,3,178.5
110,2,110.0
26,2,26.0
1162,5,290.5
175,3,87.5
324,7,54.0
390,2,390.0
211,4,70.33333333333333
1306,11,130.6
137,4,45.666666666666664
290,2,290.0
578,5,144.5
66,2,66.0
43,2,43.0
48,3,24.0
271,5,67.75
246,5,61.5
478,5,119.5
31,3,15.5
764,3,382.0
213,6,42.6
575,7,95.83333333333333
509,15,36.357142857142854
57,2,57.0
249,3,124.5
327,9,40.875
56,2,56.0
162,4,54.0
361,4,120.33333333333333
287,5,71.75
45,3,22.5
646,18,38.0
8,2,8.0
52,4,17.333333333333332
15,2,15.0
102,5,25.5
47,4,15.666666666666666
416,7,69.33333333333333
76,2,76.0
317,4,105.66666666666667
41,2,41.0
1644,20,86.52631578947368
149,3,74.5
269,2,269.0
260,4,86.66666666666667
52,4,17.333333333333332
168,3,84.0
414,9,51.75
907,11,90.7
54,3,27.0
476,3,238.0
549,12,49.90909090909091
22,3,11.0
540,4,180.0
41,4,13.666666666666666
921,8,131.57142857142858
164,2,164.0
690,7,115.0
535,3,267.5
287,5,71.75
34,2,34.0
134,3,67.0
137,2,137.0
580,5,145.0
1198,11,119.8
127,3,63.5
104,2,104.0
26,2,26.0
249,6,49.8
385,9,48.125
289,3,144.5
11,2,11.0
174,5,43.5
191,3,95.5
200,3,100.0
1661,20,87.42105263157895
43,3,21.5
1260,8,180.0
156,2,156.0
925,5,231.25
1456,12,132.36363636363637
176,3,88.0
349,3,174.5
126,6,25.2
920,7,153.33333333333334
128,9,16.0
630,9,78.75
318,7,53.0
458,7,76.33333333333333
230,2,230.0
314,4,104.66666666666667
231,3,115.5
300,3,150.0
179,4,59.666666666666664
281,6,56.2
49,4,16.333333333333332
283,4,94.33333333333333
241,3,120.5
57,3,28.5
72,2,72.0
271,5,67.75
93,3,46.5
6,2,6.0
42,2,42.0
641,6,128.2
6,2,6.0
11,2,11.0
54,2,54.0
7,2,7.0
13,2,13.0
828,6,165.6
182,3,91.0
586,12,53.27272727272727
2356,20,124.0
713,9,89.125
41,3,20.5
379,8,54.142857142857146
59,2,59.0
311,4,103.66666666666667
90,3,45.0
539,6,107.8
532,2,532.0
1655,16,110.33333333333333
72,2,72.0
772,4,257.3333333333333
321,5,80.25
842,5,210.5
304,2,304.0
2460,17,153.75
76,3,38.0
133,2,133.0
218,2,218.0
136,3,68.0
38,2,38.0
69,3,34.5
257,2,257.0
102,4,34.0
14,2,14.0
62,3,31.0
404,5,101.0
120,4,40.0
64,2,64.0
1176,21,58.8
13,2,13.0
428,7,71.33333333333333
231,2,231.0
317,3,158.5
407,9,50.875
755,13,62.916666666666664
140,3,70.0
24,2,24.0
928,10,103.11111111111111
50,2,50.0
948,7,158.0
146,3,73.0
45,2,45.0
48,3,24.0
594,6,118.8
1211,11,121.1
198,3,99.0
293,6,58.6
